Age,Gender,Stream,Internships,CGPA,HistoryOfBacklogs,teamworking,problemSolvingskills,techSkillsLevel,comSkillsLevel,resumeLevel,projectsNo,easyProjects,mediumProjects,hardProjects,advancedProjects,personalityLevel,achievementsType,winnerNo,runnerNo,participantNo
21,Female,Information Technology,0,6.54,1,1,8,8,6,8,0,0,1,4,4,5,hackathon and extracurricular,0,1,6
22,Male,Electronics And Communication,0,9.63,0,2,4,0,7,7,5,3,2,0,4,3,hackathon and coding competition,1,2,7
22,Male,Civil,1,8.82,0,2,9,5,5,6,1,2,4,2,4,8,hackathon,1,4,4
22,Male,Information Technology,1,8.55,1,2,4,6,7,6,0,0,4,1,4,7,hackathon and coding competition,0,0,4
22,Female,Computer Science,1,9.52,1,1,7,3,3,9,2,4,4,2,0,8,hackathon and coding competition,1,4,6
22,Male,Mechanical,1,7.69,0,1,10,6,4,3,2,3,3,4,0,5,hackathon and extracurricular,3,3,6
21,Male,Electrical,2,6.80,0,1,6,6,6,8,4,1,2,2,1,8,coding competition,3,2,2
22,Male,Electronics And Communication,1,7.10,0,2,4,3,4,3,4,2,2,3,4,5,hackathon,1,1,6
22,Male,Information Technology,0,6.88,0,3,5,4,5,4,4,4,0,2,0,1,hackathon,2,2,1
22,Female,Computer Science,1,8.29,0,1,10,9,5,6,2,1,2,2,1,10,hackathon and extracurricular,3,4,6
21,Male,Information Technology,1,6.07,0,2,8,8,9,5,6,0,3,4,3,5,hackathon and coding competition,2,4,4
21,Male,Electrical,1,9.68,0,1,5,2,9,8,5,2,1,1,3,2,hackathon and others,2,2,2
22,Male,Mechanical,0,9.72,1,2,6,2,4,3,0,1,3,3,0,2,hackathon,1,1,4
21,Male,Civil,0,6.38,0,1,8,8,3,7,1,2,1,2,4,3,hackathon and coding competition,1,3,6
21,Male,Information Technology,1,8.17,0,3,5,3,7,6,6,1,2,1,2,1,coding competition,2,2,6
21,Female,Information Technology,1,6.43,0,2,3,9,7,9,2,2,1,1,0,1,hackathon and coding competition,2,1,3
22,Male,Electronics And Communication,1,8.52,1,2,9,6,8,7,2,4,1,2,4,9,hackathon and coding competition,3,4,5
21,Male,Civil,1,7.88,0,2,1,9,6,9,5,2,4,0,3,7,hackathon and others,1,2,3
22,Male,Information Technology,2,9.20,0,1,8,0,9,9,2,3,0,1,4,10,hackathon and others,0,3,7
21,Male,Electrical,0,6.72,0,1,5,1,4,5,4,2,1,4,1,9,hackathon and extracurricular,1,0,5
22,Male,Information Technology,1,7.97,1,2,2,2,6,9,1,3,0,2,3,8,hackathon,2,0,5
21,Male,Electronics And Communication,0,9.85,0,3,5,8,4,4,2,0,1,0,3,5,coding competition,1,0,6
22,Male,Computer Science,0,6.44,1,3,7,0,3,7,0,4,3,2,1,1,hackathon and others,3,2,4
21,Male,Electronics And Communication,1,6.44,0,2,4,2,6,8,2,3,4,4,0,8,hackathon and coding competition,3,1,1
22,Male,Mechanical,0,8.04,0,3,8,0,8,5,3,1,0,4,3,3,coding competition,1,2,4
21,Male,Civil,0,8.86,0,1,5,2,8,4,1,3,1,1,1,3,coding competition,0,4,7
21,Female,Civil,1,8.72,0,2,3,3,5,6,5,0,3,4,0,4,coding competition,3,4,2
21,Male,Computer Science,1,9.49,0,1,6,6,4,5,2,0,2,2,1,7,hackathon and others,2,2,7
21,Male,Information Technology,0,8.23,1,1,4,0,3,3,5,3,1,3,0,7,hackathon and extracurricular,1,3,4
21,Female,Electronics And Communication,2,9.91,0,2,4,6,5,5,6,3,4,0,4,4,hackathon,0,3,5
22,Female,Mechanical,1,8.32,0,1,8,6,5,8,3,2,0,2,1,2,hackathon and coding competition,1,3,7
21,Male,Mechanical,0,7.21,1,1,4,6,5,9,1,4,2,3,0,8,hackathon and extracurricular,1,3,2
21,Male,Civil,0,9.44,0,2,1,8,5,5,2,4,2,4,4,1,hackathon and coding competition,0,0,4
22,Male,Electronics And Communication,0,7.90,0,1,8,1,7,8,6,2,4,2,4,1,coding competition,3,0,2
21,Male,Electronics And Communication,1,6.21,1,1,9,3,7,8,5,3,2,3,2,3,hackathon and extracurricular,3,4,1
21,Male,Mechanical,2,6.80,0,1,4,1,4,8,6,4,0,4,3,6,hackathon and extracurricular,3,0,1
22,Male,Computer Science,0,9.95,0,1,4,9,5,8,6,4,0,0,3,9,hackathon and others,1,1,5
21,Male,Civil,0,7.60,0,2,4,1,5,4,3,1,3,2,3,4,hackathon and extracurricular,2,1,7
22,Male,Information Technology,0,9.66,0,4,5,2,7,9,3,4,0,3,2,10,hackathon and coding competition,1,0,4
22,Male,Computer Science,0,8.93,0,2,3,9,3,5,5,0,0,3,2,2,coding competition,0,2,6
22,Male,Civil,1,7.80,0,2,3,1,4,8,6,4,4,4,2,5,hackathon and others,3,0,5
22,Female,Computer Science,2,8.26,1,3,10,1,9,3,3,0,1,4,0,1,coding competition,0,3,1
22,Male,Electronics And Communication,0,6.46,0,3,7,7,9,3,5,2,2,4,0,9,hackathon,0,4,5
21,Male,Civil,0,8.73,0,2,5,3,8,6,3,2,0,4,3,3,hackathon and others,1,0,3
21,Male,Civil,0,7.40,0,2,6,6,6,5,5,4,2,1,4,1,hackathon,0,3,2
22,Male,Computer Science,2,8.33,0,2,2,0,3,7,0,2,3,4,1,10,coding competition,2,4,6
22,Male,Computer Science,2,6.93,0,1,7,9,8,9,6,3,1,0,1,5,hackathon and extracurricular,0,4,2
22,Male,Electronics And Communication,1,7.95,1,4,3,0,8,4,0,2,1,2,3,7,hackathon and coding competition,2,3,6
21,Male,Information Technology,2,9.76,0,2,4,7,3,4,5,0,2,0,0,5,hackathon,0,0,1
22,Male,Civil,0,9.09,0,2,4,7,7,4,2,3,4,1,2,9,hackathon and extracurricular,1,2,3
22,Male,Civil,1,9.40,0,2,10,0,8,8,3,1,2,0,4,1,coding competition,0,3,4
21,Male,Electronics And Communication,0,6.69,0,3,6,2,4,4,3,2,2,2,1,10,hackathon and coding competition,1,0,2
21,Male,Information Technology,0,8.34,0,3,2,6,4,6,2,2,1,3,1,1,hackathon and coding competition,0,3,7
22,Male,Electronics And Communication,1,7.91,0,3,7,9,5,5,1,2,1,1,2,1,hackathon,3,4,6
22,Male,Computer Science,0,7.12,1,1,10,2,4,6,2,4,0,3,4,7,hackathon and coding competition,1,1,7
22,Male,Electrical,2,6.60,1,2,3,9,3,9,0,4,0,0,1,4,coding competition,1,1,4
22,Male,Information Technology,0,7.49,1,2,6,2,8,8,4,2,2,1,0,9,coding competition,2,1,5
22,Female,Computer Science,1,8.94,0,2,5,9,4,9,3,3,0,1,2,1,hackathon and extracurricular,0,0,3
21,Male,Electrical,0,9.08,0,2,2,8,4,4,6,3,0,4,2,10,hackathon and coding competition,1,4,7
21,Male,Computer Science,1,9.66,0,2,9,2,3,8,1,0,3,4,2,4,hackathon and others,3,4,5
22,Male,Information Technology,2,6.73,1,2,3,3,5,9,0,4,3,3,4,5,hackathon,1,4,1
22,Female,Computer Science,1,8.90,0,4,7,4,5,5,4,4,2,4,3,2,hackathon and others,0,0,4
22,Male,Civil,0,7.05,0,2,7,9,9,9,4,4,1,4,0,10,coding competition,0,2,1
22,Male,Mechanical,0,8.70,0,2,5,7,4,6,6,3,4,2,1,5,hackathon,2,2,4
22,Male,Civil,0,9.45,0,2,6,3,4,8,2,4,2,4,2,7,hackathon and extracurricular,3,4,6
22,Female,Information Technology,0,7.53,0,2,3,1,9,5,4,4,1,1,0,1,hackathon and others,0,3,5
22,Male,Electrical,1,8.09,0,2,10,3,9,5,5,0,3,3,4,3,hackathon and coding competition,2,1,5
21,Female,Computer Science,0,8.88,0,2,3,9,9,8,3,2,4,2,4,1,hackathon and extracurricular,2,1,4
21,Male,Computer Science,1,9.63,0,1,7,3,5,4,4,3,2,0,2,1,hackathon and coding competition,1,3,4
21,Male,Computer Science,0,7.68,0,2,2,9,6,6,0,1,2,0,0,3,hackathon,1,3,7
21,Male,Mechanical,0,6.54,1,3,4,4,6,9,0,2,2,4,3,3,hackathon and coding competition,3,0,4
21,Male,Computer Science,2,9.15,0,2,6,4,6,3,5,1,4,0,2,3,hackathon,1,3,5
22,Male,Civil,0,6.83,0,1,3,2,3,8,0,4,3,4,1,2,hackathon and others,3,4,6
21,Male,Mechanical,1,9.39,0,1,4,4,9,5,3,2,4,2,0,3,hackathon,2,4,2
22,Male,Computer Science,0,6.46,0,1,5,7,4,9,0,4,4,1,3,2,hackathon and extracurricular,1,3,1
21,Male,Computer Science,1,8.37,0,1,9,1,6,9,5,1,4,3,0,9,hackathon,1,0,1
21,Male,Electronics And Communication,0,9.22,0,4,10,3,8,4,1,0,2,1,0,1,hackathon,2,3,6
22,Male,Electronics And Communication,1,6.65,1,2,10,9,8,8,0,3,3,3,1,6,hackathon and extracurricular,1,1,6
22,Male,Information Technology,0,8.45,0,2,2,4,3,8,1,0,4,1,1,10,hackathon and others,0,1,1
21,Male,Computer Science,1,9.43,0,2,1,0,6,6,3,2,0,0,3,10,hackathon and coding competition,0,0,4
22,Female,Electrical,0,8.27,0,2,10,4,8,5,0,4,3,4,2,8,hackathon,1,4,5
22,Male,Electronics And Communication,0,8.89,0,3,8,8,8,8,3,0,3,0,2,6,coding competition,2,0,1
21,Male,Information Technology,0,7.27,0,3,8,1,9,3,5,1,1,1,3,4,hackathon and others,1,4,3
22,Male,Mechanical,0,9.18,1,3,4,4,3,3,6,4,4,4,2,10,hackathon and coding competition,3,2,7
22,Male,Mechanical,0,8.47,1,2,9,0,3,7,1,2,3,3,1,6,hackathon and others,2,1,3
21,Male,Electronics And Communication,0,6.71,0,2,1,2,8,6,1,0,3,2,0,5,hackathon and others,2,3,4
21,Male,Information Technology,1,9.13,0,3,6,9,3,7,6,0,4,2,4,9,hackathon and extracurricular,3,4,1
22,Female,Computer Science,2,6.82,0,4,2,6,3,5,4,1,3,4,2,3,hackathon and extracurricular,2,4,5
22,Male,Electronics And Communication,0,8.40,0,3,1,2,3,6,2,1,3,0,0,2,hackathon,1,3,2
21,Male,Electronics And Communication,1,8.00,1,1,5,7,7,9,1,1,0,0,0,5,coding competition,0,1,5
22,Male,Information Technology,0,8.78,0,2,10,7,6,9,0,0,0,1,2,9,hackathon and extracurricular,2,3,5
21,Male,Information Technology,0,9.30,0,2,5,2,6,9,3,3,3,1,3,5,coding competition,0,2,2
22,Female,Electrical,1,6.26,1,4,6,0,4,5,0,2,1,3,0,10,hackathon,1,1,5
22,Male,Information Technology,1,7.44,0,1,7,0,9,8,1,2,2,3,3,7,hackathon and others,3,3,4
22,Male,Mechanical,0,6.81,1,2,8,1,5,3,6,1,1,2,4,10,coding competition,3,2,2
21,Male,Mechanical,0,6.20,0,1,5,8,3,3,6,2,1,1,3,1,hackathon and coding competition,3,0,1
21,Male,Electronics And Communication,1,9.99,0,3,8,1,5,5,1,0,2,3,3,9,coding competition,3,3,4
21,Male,Civil,0,6.23,0,3,4,3,4,9,0,3,1,4,2,4,coding competition,1,2,4
22,Female,Computer Science,1,7.74,0,4,4,5,3,5,6,3,3,1,4,10,hackathon and others,3,0,3
22,Female,Information Technology,1,7.99,0,3,6,8,6,3,2,1,1,4,2,10,hackathon,2,3,3
21,Male,Mechanical,1,9.64,0,1,8,6,9,4,2,2,0,0,0,10,hackathon and extracurricular,2,0,6
21,Male,Mechanical,0,8.38,0,2,10,5,8,7,5,1,4,0,4,9,hackathon and others,3,3,1
21,Male,Electronics And Communication,0,8.46,0,2,8,3,3,8,4,0,0,1,3,8,hackathon,2,4,6
22,Male,Computer Science,0,6.04,0,2,2,7,9,3,2,0,0,0,1,3,hackathon and others,3,4,7
22,Male,Electrical,0,7.17,1,2,6,6,7,7,1,1,4,3,0,7,hackathon and others,2,3,2
21,Male,Information Technology,2,6.05,0,1,8,4,9,5,2,4,3,4,1,4,hackathon and coding competition,3,4,3
22,Male,Electrical,0,6.36,0,3,6,3,8,6,3,3,1,0,4,9,hackathon and extracurricular,1,4,7
21,Male,Electronics And Communication,1,7.80,0,1,10,1,3,3,1,0,3,3,0,1,hackathon and coding competition,1,4,1
22,Male,Mechanical,0,6.44,0,3,7,3,8,4,5,1,0,0,0,6,hackathon,1,4,7
22,Male,Electronics And Communication,0,6.19,0,2,3,1,6,3,1,3,2,1,3,6,hackathon and extracurricular,1,3,5
21,Male,Computer Science,1,9.92,0,2,10,9,7,9,2,2,1,1,2,1,coding competition,1,2,7
22,Male,Electronics And Communication,0,9.28,0,2,3,3,5,9,4,3,0,0,2,2,hackathon and coding competition,1,3,7
21,Male,Computer Science,0,9.11,1,1,8,6,7,4,0,1,1,0,1,8,hackathon and others,3,2,2
21,Male,Information Technology,1,6.01,1,1,3,6,4,3,0,3,2,1,0,1,hackathon and coding competition,1,2,1
22,Male,Electronics And Communication,0,8.28,0,2,6,3,5,9,1,3,2,0,1,6,hackathon and coding competition,0,4,7
22,Male,Computer Science,1,8.32,0,2,4,8,8,4,2,0,1,1,3,5,hackathon,3,1,6
21,Male,Computer Science,0,9.64,1,2,5,3,4,8,4,1,2,2,2,4,hackathon,0,3,6
21,Female,Electrical,0,6.60,0,1,4,1,5,5,1,3,2,2,4,9,coding competition,2,1,5
21,Male,Information Technology,0,8.25,0,3,8,1,7,3,6,4,4,2,0,6,coding competition,2,3,1
22,Male,Computer Science,2,7.70,0,2,1,9,5,3,2,1,1,1,4,3,hackathon and others,0,4,6
21,Female,Computer Science,1,9.60,0,1,8,8,8,5,5,3,3,0,2,4,coding competition,2,4,5
22,Male,Information Technology,0,6.91,0,2,5,2,3,8,0,4,4,1,3,9,hackathon and coding competition,1,4,5
22,Male,Information Technology,0,7.40,0,3,8,1,5,9,0,4,2,3,2,8,hackathon and others,3,4,4
22,Male,Civil,1,6.09,0,3,4,8,8,3,6,4,0,1,0,7,hackathon,3,4,2
22,Male,Mechanical,0,9.13,0,3,6,5,6,6,6,0,2,4,3,2,hackathon and extracurricular,2,3,2
21,Male,Mechanical,0,6.10,0,3,7,5,4,6,5,2,1,3,3,9,coding competition,1,3,7
21,Female,Information Technology,0,8.75,0,3,10,8,7,8,4,3,1,2,3,7,hackathon and others,3,3,2
21,Male,Mechanical,1,9.80,1,1,4,6,7,3,3,1,1,1,2,8,coding competition,3,4,6
22,Male,Computer Science,0,8.57,1,1,8,0,7,4,6,0,1,0,1,1,hackathon,3,0,1
21,Male,Computer Science,0,8.11,0,3,9,5,4,9,1,1,1,1,3,1,hackathon and extracurricular,1,4,5
22,Male,Information Technology,0,7.69,0,3,3,7,9,5,0,0,4,4,0,8,hackathon and extracurricular,0,1,6
21,Male,Computer Science,0,9.64,0,1,1,6,8,5,2,2,0,2,0,5,coding competition,2,2,5
21,Male,Information Technology,1,7.33,0,4,3,9,3,4,1,2,0,0,0,1,hackathon,3,4,5
22,Female,Electronics And Communication,1,9.29,1,1,5,0,9,4,2,1,0,1,2,7,hackathon and extracurricular,0,2,7
21,Male,Information Technology,0,8.29,0,2,10,7,9,4,2,1,3,1,4,9,hackathon,2,2,1
21,Male,Computer Science,1,8.91,0,3,3,7,4,5,0,4,0,4,0,2,hackathon,0,3,6
22,Male,Mechanical,1,7.15,0,1,2,6,9,3,2,3,0,2,2,6,hackathon,3,3,7
22,Female,Electronics And Communication,0,8.70,0,2,7,4,7,4,0,1,1,3,3,5,hackathon and extracurricular,0,2,7
22,Female,Information Technology,0,7.42,1,2,8,0,9,4,6,4,0,2,0,9,hackathon and coding competition,0,4,7
22,Male,Civil,0,6.89,0,4,3,4,7,5,2,1,1,3,0,6,coding competition,2,1,5
22,Male,Mechanical,0,8.38,0,3,3,0,8,3,2,3,3,3,0,8,hackathon and extracurricular,3,4,1
21,Male,Electronics And Communication,0,8.58,0,2,4,5,9,7,4,0,0,2,1,2,hackathon and extracurricular,1,1,4
22,Male,Computer Science,1,9.39,0,4,10,1,7,9,1,4,4,3,0,6,hackathon and others,2,2,7
21,Male,Mechanical,0,7.39,0,2,7,6,5,7,6,0,0,0,4,3,coding competition,2,2,3
21,Male,Information Technology,1,9.89,0,2,9,3,6,6,3,0,2,4,4,6,hackathon and others,1,1,6
21,Male,Electronics And Communication,1,8.00,1,2,7,3,5,3,0,2,1,3,4,9,hackathon and coding competition,0,0,2
21,Male,Electronics And Communication,2,8.53,0,2,10,9,9,6,5,3,3,0,3,8,hackathon and coding competition,3,2,2
21,Female,Electronics And Communication,2,9.46,0,3,3,5,6,5,5,1,4,2,2,3,hackathon and coding competition,0,0,6
21,Male,Information Technology,0,9.85,1,3,3,6,5,7,5,2,1,3,1,4,hackathon,3,0,7
22,Male,Electrical,0,7.43,0,3,2,0,9,3,3,3,4,0,3,9,hackathon and extracurricular,0,0,6
22,Male,Mechanical,1,6.87,0,3,8,4,5,3,2,0,1,3,4,7,hackathon and extracurricular,2,4,6
21,Male,Electronics And Communication,1,7.47,1,3,7,2,8,6,0,4,2,1,2,9,hackathon and coding competition,1,2,3
21,Female,Information Technology,1,9.21,0,2,6,3,9,6,0,1,4,0,0,3,hackathon and others,0,2,5
21,Female,Computer Science,0,8.31,1,2,2,8,9,7,0,3,1,0,0,6,hackathon and coding competition,1,1,1
22,Male,Information Technology,1,9.95,0,1,5,1,7,6,1,0,2,1,2,1,hackathon and coding competition,1,3,5
21,Male,Mechanical,1,6.68,1,1,4,5,5,3,6,2,3,3,0,2,hackathon and extracurricular,1,3,5
21,Male,Information Technology,2,9.14,0,3,3,7,7,5,5,0,4,2,2,9,hackathon and coding competition,2,0,5
21,Male,Computer Science,2,9.62,1,2,4,8,9,6,2,2,0,1,3,4,hackathon and extracurricular,1,2,4
22,Male,Electrical,0,7.82,0,2,6,0,3,6,3,3,0,1,0,8,hackathon and others,0,3,3
21,Male,Information Technology,0,9.98,1,2,9,1,5,6,1,2,3,2,1,8,hackathon and coding competition,3,4,3
22,Male,Electronics And Communication,2,7.21,1,3,1,3,3,8,1,2,0,3,4,1,coding competition,2,3,3
21,Male,Electrical,0,9.42,1,2,7,7,6,6,1,0,4,3,3,3,hackathon and coding competition,0,0,7
21,Male,Electronics And Communication,1,9.99,1,2,4,0,4,7,1,4,2,3,4,1,coding competition,1,0,6
22,Male,Computer Science,1,7.42,0,3,8,7,9,3,5,1,3,3,1,1,hackathon and extracurricular,1,0,1
22,Male,Mechanical,0,9.78,0,1,3,4,5,4,2,2,4,2,0,6,coding competition,1,1,1
22,Male,Computer Science,2,6.66,0,2,4,2,4,5,6,4,3,2,4,7,hackathon and others,2,1,1
21,Male,Electrical,0,8.08,0,3,2,3,5,7,0,0,4,2,1,3,hackathon,2,4,4
22,Male,Civil,0,9.34,0,1,3,5,6,5,6,3,0,2,1,8,hackathon and coding competition,2,0,7
22,Male,Information Technology,0,7.74,0,1,2,5,6,3,5,2,0,0,3,10,hackathon,0,2,5
21,Male,Computer Science,0,8.50,1,2,10,4,8,7,6,4,0,0,3,10,hackathon and others,2,3,5
22,Male,Electrical,2,8.36,1,1,3,0,8,6,6,3,3,0,2,10,hackathon and coding competition,2,4,1
22,Male,Computer Science,1,8.97,0,2,1,8,4,7,4,3,1,0,3,5,coding competition,0,1,2
21,Male,Computer Science,1,9.18,0,1,2,5,8,4,0,1,0,1,3,9,hackathon and extracurricular,3,3,4
22,Male,Mechanical,0,7.27,0,2,4,3,4,5,3,4,4,1,0,5,coding competition,2,3,6
21,Male,Electrical,3,6.38,0,1,7,9,6,4,1,0,2,2,3,1,hackathon and coding competition,2,2,2
22,Male,Mechanical,0,8.96,1,1,9,5,3,6,5,3,1,1,3,4,coding competition,3,0,6
21,Male,Electrical,0,8.19,0,2,2,7,4,7,2,3,0,3,3,3,hackathon and coding competition,1,0,1
21,Female,Computer Science,0,8.58,0,1,4,7,6,4,6,1,4,0,3,5,hackathon and coding competition,2,4,2
21,Male,Computer Science,0,6.55,0,2,8,7,4,4,2,1,2,3,2,2,hackathon and extracurricular,3,0,4
21,Female,Electrical,1,8.31,0,3,7,4,6,4,5,0,2,0,4,7,coding competition,1,2,1
22,Female,Civil,1,6.17,0,2,7,6,8,4,5,1,2,1,2,9,hackathon and coding competition,2,4,2
21,Male,Civil,0,8.03,0,1,1,6,5,8,6,4,3,2,0,9,hackathon,3,1,7
21,Male,Information Technology,1,8.25,0,1,10,8,6,5,2,1,4,1,2,4,hackathon and others,1,2,5
21,Male,Computer Science,1,7.52,0,4,5,1,9,9,1,3,1,0,4,8,hackathon and others,2,0,7
21,Male,Mechanical,0,7.21,1,2,2,1,7,7,3,4,3,1,2,1,coding competition,3,1,2
21,Male,Civil,0,8.09,0,1,4,1,4,7,1,1,1,0,0,7,hackathon and extracurricular,1,1,1
21,Female,Information Technology,1,9.21,0,1,1,7,4,9,4,0,2,1,0,1,hackathon and others,0,0,3
22,Male,Civil,0,6.21,0,1,3,6,6,7,1,0,0,2,3,4,hackathon and others,1,2,4
22,Male,Computer Science,0,9.30,1,1,6,7,5,4,1,1,1,3,2,9,hackathon and others,2,1,1
21,Male,Electrical,0,9.76,0,2,1,0,7,5,4,4,1,3,0,6,hackathon and others,3,2,2
21,Male,Electrical,1,6.45,1,2,8,3,9,4,6,0,1,1,2,7,hackathon,1,2,5
22,Male,Electronics And Communication,1,7.70,1,2,4,1,3,6,0,4,0,0,2,7,hackathon and coding competition,3,1,4
21,Male,Computer Science,0,8.70,1,2,5,0,6,4,0,1,4,3,4,5,hackathon and extracurricular,2,4,4
21,Male,Computer Science,0,8.23,1,2,4,3,4,6,3,0,0,3,1,9,hackathon and extracurricular,1,3,2
21,Male,Civil,1,9.74,1,2,4,2,3,7,1,4,0,0,4,5,coding competition,1,0,6
22,Male,Information Technology,0,8.86,0,2,1,5,8,7,5,3,3,1,4,2,hackathon and others,3,0,5
21,Male,Electronics And Communication,0,6.98,0,1,8,9,8,8,1,3,2,3,0,1,coding competition,3,1,6
28,Male,Civil,0,7.53,0,3,10,1,3,5,2,0,0,2,0,3,hackathon and others,2,3,7
21,Male,Computer Science,2,7.06,0,1,2,8,8,7,4,4,2,2,1,9,hackathon and extracurricular,0,0,2
22,Male,Electronics And Communication,2,8.16,0,2,10,7,7,7,2,4,3,4,1,3,coding competition,1,0,5
21,Male,Information Technology,1,6.50,0,2,3,5,7,3,1,2,4,3,1,3,hackathon and coding competition,2,2,7
22,Male,Mechanical,0,8.49,0,2,7,5,6,7,1,1,4,0,1,9,hackathon and extracurricular,0,1,4
21,Male,Mechanical,0,9.83,0,3,10,8,4,4,1,1,1,0,0,6,coding competition,1,2,2
21,Male,Information Technology,1,6.72,0,3,7,9,3,5,2,4,3,4,0,8,hackathon and others,1,4,7
22,Female,Mechanical,1,8.05,0,2,7,1,7,3,1,4,1,2,0,1,hackathon,2,3,4
22,Male,Electronics And Communication,0,7.73,0,2,9,9,7,9,4,0,1,0,1,1,hackathon and others,2,4,4
21,Male,Electrical,0,9.71,0,1,2,7,7,8,5,1,1,1,2,6,hackathon and others,1,1,4
21,Male,Mechanical,0,8.66,0,4,7,5,5,5,1,3,4,1,2,1,hackathon and coding competition,1,2,3
22,Male,Mechanical,0,9.68,0,3,1,0,4,9,4,0,3,3,2,7,hackathon,2,1,7
22,Male,Electronics And Communication,1,8.67,1,2,7,3,4,4,6,2,4,0,0,5,hackathon and others,0,0,6
22,Male,Computer Science,0,7.45,1,1,6,1,5,4,5,3,3,4,1,6,hackathon and others,2,2,4
21,Male,Computer Science,0,9.72,0,2,10,0,9,4,5,1,2,3,3,1,hackathon and coding competition,3,0,2
22,Male,Computer Science,0,8.80,1,3,9,4,6,8,4,3,3,4,4,9,hackathon,3,0,1
22,Male,Information Technology,1,9.45,0,1,9,7,4,9,5,1,0,2,3,1,hackathon,1,0,6
21,Male,Electronics And Communication,0,8.27,0,2,3,9,3,3,1,4,3,0,3,4,hackathon and others,1,4,5
22,Male,Computer Science,0,6.40,0,1,1,5,5,8,0,2,1,4,2,2,coding competition,3,2,5
21,Male,Civil,0,9.16,0,2,6,8,9,9,3,3,0,3,3,3,hackathon and coding competition,0,2,1
22,Female,Information Technology,1,9.29,0,1,5,6,4,8,0,2,2,3,3,10,coding competition,3,4,2
21,Male,Information Technology,1,6.43,0,2,1,6,5,9,2,2,2,2,3,10,hackathon and extracurricular,2,0,3
21,Male,Mechanical,0,6.70,0,2,3,8,9,8,4,1,1,4,4,10,hackathon and coding competition,0,1,6
22,Male,Civil,0,6.91,0,2,5,4,3,9,0,3,0,0,4,5,hackathon and extracurricular,2,4,6
22,Male,Electrical,0,9.81,1,1,8,1,5,8,1,4,2,0,2,10,hackathon and coding competition,2,2,1
21,Male,Information Technology,1,8.61,1,1,7,7,8,5,4,3,0,0,0,8,hackathon and extracurricular,3,4,4
21,Male,Mechanical,1,8.58,0,1,3,1,8,8,3,0,2,4,2,1,hackathon and extracurricular,1,1,7
22,Male,Mechanical,0,8.06,1,3,4,4,6,6,2,1,2,3,1,4,coding competition,2,2,4
22,Female,Information Technology,0,6.11,0,1,9,5,4,3,5,4,4,1,1,6,hackathon,1,4,2
22,Male,Information Technology,2,9.17,0,1,3,0,7,8,6,3,3,2,2,7,coding competition,0,3,5
21,Male,Computer Science,3,9.24,0,2,7,8,7,8,4,0,3,3,4,3,hackathon and coding competition,3,3,1
22,Male,Computer Science,0,6.20,0,1,7,7,7,9,2,0,2,1,2,2,hackathon and coding competition,2,0,1
21,Male,Computer Science,0,8.75,1,1,10,8,3,7,0,3,2,3,3,5,hackathon and coding competition,0,0,2
21,Female,Information Technology,1,9.19,1,1,1,6,7,8,0,2,0,3,4,4,hackathon,3,3,2
21,Female,Computer Science,0,7.02,1,1,9,5,8,9,0,1,3,1,0,6,hackathon and extracurricular,1,2,7
22,Male,Information Technology,1,7.27,0,2,8,3,3,6,6,1,4,1,4,9,hackathon,3,2,5
21,Male,Electronics And Communication,0,7.20,1,1,4,8,5,5,0,0,3,0,3,7,hackathon,1,0,6
22,Female,Mechanical,1,8.26,0,2,1,0,4,4,5,2,0,4,2,9,hackathon and extracurricular,1,1,5
21,Male,Information Technology,1,6.72,0,1,8,7,7,6,0,4,2,3,0,5,hackathon and extracurricular,1,2,7
22,Male,Electrical,0,6.17,0,3,7,8,5,4,3,1,3,0,1,7,hackathon and extracurricular,2,3,4
22,Male,Mechanical,0,9.44,0,3,7,4,6,8,5,4,1,1,4,5,coding competition,1,1,2
22,Male,Civil,0,9.98,0,1,10,4,7,8,0,3,3,4,4,9,hackathon and extracurricular,0,3,3
22,Male,Information Technology,0,7.84,1,1,8,3,6,7,6,1,4,4,4,1,hackathon and coding competition,2,4,5
22,Male,Electronics And Communication,1,8.42,0,2,6,5,9,8,3,3,1,2,4,9,hackathon and coding competition,3,2,5
21,Male,Information Technology,1,8.34,0,2,8,2,8,3,3,2,3,4,2,8,hackathon,0,0,1
22,Male,Electrical,1,6.99,0,1,1,7,6,5,0,0,4,0,3,2,hackathon,0,4,2
22,Male,Mechanical,0,6.85,0,2,7,6,5,9,1,3,4,1,0,4,hackathon and coding competition,3,0,3
21,Male,Civil,2,6.48,0,1,7,9,5,5,2,0,1,2,1,9,hackathon and coding competition,3,2,7
22,Male,Electronics And Communication,0,8.89,0,1,7,5,4,8,4,1,2,0,2,4,hackathon and extracurricular,1,2,3
21,Male,Computer Science,0,6.12,0,4,2,1,8,4,4,0,0,0,3,3,hackathon and extracurricular,2,0,2
22,Male,Mechanical,0,6.04,1,2,5,3,9,6,1,1,3,2,4,8,coding competition,0,1,5
22,Male,Mechanical,2,7.57,0,1,2,5,3,3,1,0,2,2,2,6,coding competition,2,0,1
22,Male,Mechanical,0,9.28,0,1,9,2,3,4,0,0,1,4,2,7,hackathon and extracurricular,1,2,2
21,Male,Computer Science,0,7.12,0,1,3,1,4,5,2,3,1,1,0,8,hackathon and extracurricular,2,4,6
22,Male,Computer Science,1,9.41,0,4,3,2,8,3,6,2,4,0,3,3,coding competition,0,3,2
